p cnf 120 280840
-2 -14 -117 0
-2 -14 -118 0
-2 -14 -119 0
-2 -14 -120 0
-2 -15 -16 0
-2 -15 -17 0
-2 -15 -18 0
-2 -15 -19 0
-2 -15 -20 0
-2 -15 -21 0
-2 -15 -22 0
-2 -15 -23 0
-2 -15 -24 0
-2 -15 -25 0
-2 -15 -26 0
-2 -15 -27 0
-2 -15 -28 0
-2 -15 -29 0
-2 -15 -30 0
-2 -15 -31 0
-2 -15 -32 0
-2 -15 -33 0
-2 -15 -34 0
-2 -15 -35 0
-2 -15 -36 0
-2 -15 -37 0
-2 -15 -38 0
-2 -15 -39 0
-2 -15 -40 0
-2 -15 -41 0
-2 -15 -42 0
-2 -15 -43 0
-2 -15 -44 0
-2 -15 -45 0
-2 -15 -46 0
-2 -15 -47 0
-2 -15 -48 0
-2 -15 -49 0
-2 -15 -50 0
-2 -15 -51 0
-2 -15 -52 0
-2 -15 -53 0
-2 -15 -54 0
-2 -15 -55 0
-2 -15 -56 0
-2 -15 -57 0
-2 -15 -58 0
-2 -15 -59 0
-2 -15 -60 0
-2 -15 -61 0
-2 -15 -62 0
-2 -15 -63 0
-2 -15 -64 0
-2 -15 -65 0
-2 -15 -66 0
-2 -15 -67 0
-2 -15 -68 0
-2 -15 -69 0
-2 -15 -70 0
-2 -15 -71 0
-2 -15 -72 0
-2 -15 -73 0
-2 -15 -74 0
-2 -15 -75 0
-2 -15 -76 0
-2 -15 -77 0
-2 -15 -78 0
-2 -15 -79 0
-2 -15 -80 0
-2 -15 -81 0
-2 -15 -82 0
-2 -15 -83 0
-2 -15 -84 0
-2 -15 -85 0
-2 -15 -86 0
-2 -15 -87 0
-2 -15 -88 0
-2 -15 -89 0
-2 -15 -90 0
-2 -15 -91 0
-2 -15 -92 0
-2 -15 -93 0
-2 -15 -94 0
-2 -15 -95 0
-2 -15 -96 0
-2 -15 -97 0
-2 -15 -98 0
-2 -15 -99 0
-2 -15 -100 0
-2 -15 -101 0
-2 -15 -102 0
-2 -15 -103 0
-2 -15 -104 0
-2 -15 -105 0
-2 -15 -106 0
-2 -15 -107 0
-2 -15 -108 0
-2 -15 -109 0
-2 -15 -110 0
-2 -15 -111 0
-2 -15 -112 0
-2 -15 -113 0
-2 -15 -114 0
-2 -15 -115 0
-2 -15 -116 0
-2 -15 -117 0
-2 -15 -118 0
-2 -15 -119 0
-2 -15 -120 0
-2 -16 -17 0
-2 -16 -18 0
-2 -16 -19 0
-2 -16 -20 0
-2 -16 -21 0
-2 -16 -22 0
-2 -16 -23 0
-2 -16 -24 0
-2 -16 -25 0
-2 -16 -26 0
-2 -16 -27 0
-2 -16 -28 0
-2 -16 -29 0
-2 -16 -30 0
-2 -16 -31 0
-2 -16 -32 0
-2 -16 -33 0
-2 -16 -34 0
-2 -16 -35 0
-2 -16 -36 0
-2 -16 -37 0
-2 -16 -38 0
-2 -16 -39 0
-2 -16 -40 0
-2 -16 -41 0
-2 -16 -42 0
-2 -16 -43 0
-2 -16 -44 0
-2 -16 -45 0
-2 -16 -46 0
-2 -16 -47 0
-2 -16 -48 0
-2 -16 -49 0
-2 -16 -50 0
-2 -16 -51 0
-2 -16 -52 0
-2 -16 -53 0
-2 -16 -54 0
-2 -16 -55 0
-2 -16 -56 0
-2 -16 -57 0
-2 -16 -58 0
-2 -16 -59 0
-2 -16 -60 0
-2 -16 -61 0
-2 -16 -62 0
-2 -16 -63 0
-2 -16 -64 0
-2 -16 -65 0
-2 -16 -66 0
-2 -16 -67 0
-2 -16 -68 0
-2 -16 -69 0
-2 -16 -70 0
-2 -16 -71 0
-2 -16 -72 0
-2 -16 -73 0
-2 -16 -74 0
-2 -16 -75 0
-2 -16 -76 0
-2 -16 -77 0
-2 -16 -78 0
-2 -16 -79 0
-2 -16 -80 0
-2 -16 -81 0
-2 -16 -82 0
-2 -16 -83 0
-2 -16 -84 0
-2 -16 -85 0
-2 -16 -86 0
-2 -16 -87 0
-2 -16 -88 0
-2 -16 -89 0
-2 -16 -90 0
-2 -16 -91 0
-2 -16 -92 0
-2 -16 -93 0
-2 -16 -94 0
-2 -16 -95 0
-2 -16 -96 0
-2 -16 -97 0
-2 -16 -98 0
-2 -16 -99 0
-2 -16 -100 0
-2 -16 -101 0
-2 -16 -102 0
-2 -16 -103 0
-2 -16 -104 0
-2 -16 -105 0
-2 -16 -106 0
-2 -16 -107 0
-2 -16 -108 0
-2 -16 -109 0
-2 -16 -110 0
-2 -16 -111 0
-2 -16 -112 0
-2 -16 -113 0
-2 -16 -114 0
-2 -16 -115 0
-2 -16 -116 0
-2 -16 -117 0
-2 -16 -118 0
-2 -16 -119 0
-2 -16 -120 0
-2 -17 -18 0
-2 -17 -19 0
-2 -17 -20 0
-2 -17 -21 0
-2 -17 -22 0
-2 -17 -23 0
-2 -17 -24 0
-2 -17 -25 0
-2 -17 -26 0
-2 -17 -27 0
-2 -17 -28 0
-2 -17 -29 0
-2 -17 -30 0
-2 -17 -31 0
-2 -17 -32 0
-2 -17 -33 0
-2 -17 -34 0
-2 -17 -35 0
-2 -17 -36 0
-2 -17 -37 0
-2 -17 -38 0
-2 -17 -39 0
-2 -17 -40 0
-2 -17 -41 0
-2 -17 -42 0
-2 -17 -43 0
-2 -17 -44 0
-2 -17 -45 0
-2 -17 -46 0
-2 -17 -47 0
-2 -17 -48 0
-2 -17 -49 0
-2 -17 -50 0
-2 -17 -51 0
-2 -17 -52 0
-2 -17 -53 0
-2 -17 -54 0
-2 -17 -55 0
-2 -17 -56 0
-2 -17 -57 0
-2 -17 -58 0
-2 -17 -59 0
-2 -17 -60 0
-2 -17 -61 0
-2 -17 -62 0
-2 -17 -63 0
-2 -17 -64 0
-2 -17 -65 0
-2 -17 -66 0
-2 -17 -67 0
-2 -17 -68 0
-2 -17 -69 0
-2 -17 -70 0
-2 -17 -71 0
-2 -17 -72 0
-2 -17 -73 0
-2 -17 -74 0
-2 -17 -75 0
-2 -17 -76 0
-2 -17 -77 0
-2 -17 -78 0
-2 -17 -79 0
-2 -17 -80 0
-2 -17 -81 0
-2 -17 -82 0
-2 -17 -83 0
-2 -17 -84 0
-2 -17 -85 0
-2 -17 -86 0
-2 -17 -87 0
-2 -17 -88 0
-2 -17 -89 0
-2 -17 -90 0
-2 -17 -91 0
-2 -17 -92 0
-2 -17 -93 0
-2 -17 -94 0
-2 -17 -95 0
-2 -17 -96 0
-2 -17 -97 0
-2 -17 -98 0
-2 -17 -99 0
-2 -17 -100 0
-2 -17 -101 0
-2 -17 -102 0
-2 -17 -103 0
-2 -17 -104 0
-2 -17 -105 0
-2 -17 -106 0
-2 -17 -107 0
-2 -17 -108 0
-2 -17 -109 0
-2 -17 -110 0
-2 -17 -111 0
-2 -17 -112 0
-2 -17 -113 0
-2 -17 -114 0
-2 -17 -115 0
-2 -17 -116 0
-2 -17 -117 0
-2 -17 -118 0
-2 -17 -119 0
-2 -17 -120 0
-2 -18 -19 0
-2 -18 -20 0
-2 -18 -21 0
-2 -18 -22 0
-2 -18 -23 0
-2 -18 -24 0
-2 -18 -25 0
-2 -18 -26 0
-2 -18 -27 0
-2 -18 -28 0
-2 -18 -29 0
-2 -18 -30 0
-2 -18 -31 0
-2 -18 -32 0
-2 -18 -33 0
-2 -18 -34 0
-2 -18 -35 0
-2 -18 -36 0
-2 -18 -37 0
-2 -18 -38 0
-2 -18 -39 0
-2 -18 -40 0
-2 -18 -41 0
-2 -18 -42 0
-2 -18 -43 0
-2 -18 -44 0
-2 -18 -45 0
-2 -18 -46 0
-2 -18 -47 0
-2 -18 -48 0
-2 -18 -49 0
-2 -18 -50 0
-2 -18 -51 0
-2 -18 -52 0
-2 -18 -53 0
-2 -18 -54 0
-2 -18 -55 0
-2 -18 -56 0
-2 -18 -57 0
-2 -18 -58 0
-2 -18 -59 0
-2 -18 -60 0
-2 -18 -61 0
-2 -18 -62 0
-2 -18 -63 0
-2 -18 -64 0
-2 -18 -65 0
-2 -18 -66 0
-2 -18 -67 0
-2 -18 -68 0
-2 -18 -69 0
-2 -18 -70 0
-2 -18 -71 0
-2 -18 -72 0
-2 -18 -73 0
-2 -18 -74 0
-2 -18 -75 0
-2 -18 -76 0
-2 -18 -77 0
-2 -18 -78 0
-2 -18 -79 0
-2 -18 -80 0
-2 -18 -81 0
-2 -18 -82 0
-2 -18 -83 0
-2 -18 -84 0
-2 -18 -85 0
-2 -18 -86 0
-2 -18 -87 0
-2 -18 -88 0
-2 -18 -89 0
-2 -18 -90 0
-2 -18 -91 0
-2 -18 -92 0
-2 -18 -93 0
-2 -18 -94 0
-2 -18 -95 0
-2 -18 -96 0
-2 -18 -97 0
-2 -18 -98 0
-2 -18 -99 0
-2 -18 -100 0
-2 -18 -101 0
-2 -18 -102 0
-2 -18 -103 0
-2 -18 -104 0
-2 -18 -105 0
-2 -18 -106 0
-2 -18 -107 0
-2 -18 -108 0
-2 -18 -109 0
-2 -18 -110 0
-2 -18 -111 0
-2 -18 -112 0
-2 -18 -113 0
-2 -18 -114 0
-2 -18 -115 0
-2 -18 -116 0
-2 -18 -117 0
-2 -18 -118 0
-2 -18 -119 0
-2 -18 -120 0
-2 -19 -20 0
-2 -19 -21 0
-2 -19 -22 0
-2 -19 -23 0
-2 -19 -24 0
-2 -19 -25 0
-2 -19 -26 0
-2 -19 -27 0
-2 -19 -28 0
-2 -19 -29 0
-2 -19 -30 0
-2 -19 -31 0
-2 -19 -32 0
-2 -19 -33 0
-2 -19 -34 0
-2 -19 -35 0
-2 -19 -36 0
-2 -19 -37 0
-2 -19 -38 0
-2 -19 -39 0
-2 -19 -40 0
-2 -19 -41 0
-2 -19 -42 0
-2 -19 -43 0
-2 -19 -44 0
-2 -19 -45 0
-2 -19 -46 0
-2 -19 -47 0
-2 -19 -48 0
-2 -19 -49 0
-2 -19 -50 0
-2 -19 -51 0
-2 -19 -52 0
-2 -19 -53 0
-2 -19 -54 0
-2 -19 -55 0
-2 -19 -56 0
-2 -19 -57 0
-2 -19 -58 0
-2 -19 -59 0
-2 -19 -60 0
-2 -19 -61 0
-2 -19 -62 0
-2 -19 -63 0
-2 -19 -64 0
-2 -19 -65 0
-2 -19 -66 0
-2 -19 -67 0
-2 -19 -68 0
-2 -19 -69 0
-2 -19 -70 0
-2 -19 -71 0
-2 -19 -72 0
-2 -19 -73 0
-2 -19 -74 0
-2 -19 -75 0
-2 -19 -76 0
-2 -19 -77 0
-2 -19 -78 0
-2 -19 -79 0
-2 -19 -80 0
-2 -19 -81 0
-2 -19 -82 0
-2 -19 -83 0
-2 -19 -84 0
-2 -19 -85 0
-2 -19 -86 0
-2 -19 -87 0
-2 -19 -88 0
-2 -19 -89 0
-2 -19 -90 0
-2 -19 -91 0
-2 -19 -92 0
-2 -19 -93 0
-2 -19 -94 0
-2 -19 -95 0
-2 -19 -96 0
-2 -19 -97 0
-2 -19 -98 0
-2 -19 -99 0
-2 -19 -100 0
-2 -19 -101 0
-2 -19 -102 0
-2 -19 -103 0
-2 -19 -104 0
-2 -19 -105 0
-2 -19 -106 0
-2 -19 -107 0
-2 -19 -108 0
-2 -19 -109 0
-2 -19 -110 0
-2 -19 -111 0
-2 -19 -112 0
-2 -19 -113 0
-2 -19 -114 0
-2 -19 -115 0
-2 -19 -116 0
-2 -19 -117 0
-2 -19 -118 0
-2 -19 -119 0
-2 -19 -120 0
-2 -20 -21 0
-2 -20 -22 0
-2 -20 -23 0
-2 -20 -24 0
-2 -20 -25 0
-2 -20 -26 0
-2 -20 -27 0
-2 -20 -28 0
-2 -20 -29 0
-2 -20 -30 0
-2 -20 -31 0
-2 -20 -32 0
-2 -20 -33 0
-2 -20 -34 0
-2 -20 -35 0
-2 -20 -36 0
-2 -20 -37 0
-2 -20 -38 0
-2 -20 -39 0
-2 -20 -40 0
-2 -20 -41 0
-2 -20 -42 0
-2 -20 -43 0
-2 -20 -44 0
-2 -20 -45 0
-2 -20 -46 0
-2 -20 -47 0
-2 -20 -48 0
-2 -20 -49 0
-2 -20 -50 0
-2 -20 -51 0
-2 -20 -52 0
-2 -20 -53 0
-2 -20 -54 0
-2 -20 -55 0
-2 -20 -56 0
-2 -20 -57 0
-2 -20 -58 0
-2 -20 -59 0
-2 -20 -60 0
-2 -20 -61 0
-2 -20 -62 0
-2 -20 -63 0
-2 -20 -64 0
-2 -20 -65 0
-2 -20 -66 0
-2 -20 -67 0
-2 -20 -68 0
-2 -20 -69 0
-2 -20 -70 0
-2 -20 -71 0
-2 -20 -72 0
-2 -20 -73 0
-2 -20 -74 0
-2 -20 -75 0
-2 -20 -76 0
-2 -20 -77 0
-2 -20 -78 0
-2 -20 -79 0
-2 -20 -80 0
-2 -20 -81 0
-2 -20 -82 0
-2 -20 -83 0
-2 -20 -84 0
-2 -20 -85 0
-2 -20 -86 0
-2 -20 -87 0
-2 -20 -88 0
-2 -20 -89 0
-2 -20 -90 0
-2 -20 -91 0
-2 -20 -92 0
-2 -20 -93 0
-2 -20 -94 0
-2 -20 -95 0
-2 -20 -96 0
-2 -20 -97 0
-2 -20 -98 0
-2 -20 -99 0
-2 -20 -100 0
-2 -20 -101 0
-2 -20 -102 0
-2 -20 -103 0
-2 -20 -104 0
-2 -20 -105 0
-2 -20 -106 0
-2 -20 -107 0
-2 -20 -108 0
-2 -20 -109 0
-2 -20 -110 0
-2 -20 -111 0
-2 -20 -112 0
-2 -20 -113 0
-2 -20 -114 0
-2 -20 -115 0
-2 -20 -116 0
-2 -20 -117 0
-2 -20 -118 0
-2 -20 -119 0
-2 -20 -120 0
-2 -21 -22 0
-2 -21 -23 0
-2 -21 -24 0
-2 -21 -25 0
-2 -21 -26 0
-2 -21 -27 0
-2 -21 -28 0
-2 -21 -29 0
-2 -21 -30 0
-2 -21 -31 0
-2 -21 -32 0
-2 -21 -33 0
-2 -21 -34 0
-2 -21 -35 0
-2 -21 -36 0
-2 -21 -37 0
-2 -21 -38 0
-2 -21 -39 0
-2 -21 -40 0
-2 -21 -41 0
-2 -21 -42 0
-2 -21 -43 0
-2 -21 -44 0
-2 -21 -45 0
-2 -21 -46 0
-2 -21 -47 0
-2 -21 -48 0
-2 -21 -49 0
-2 -21 -50 0
-2 -21 -51 0
-2 -21 -52 0
-2 -21 -53 0
-2 -21 -54 0
-2 -21 -55 0
-2 -21 -56 0
-2 -21 -57 0
-2 -21 -58 0
-2 -21 -59 0
-2 -21 -60 0
-2 -21 -61 0
-2 -21 -62 0
-2 -21 -63 0
-2 -21 -64 0
-2 -21 -65 0
-2 -21 -66 0
-2 -21 -67 0
-2 -21 -68 0
-2 -21 -69 0
-2 -21 -70 0
-2 -21 -71 0
-2 -21 -72 0
-2 -21 -73 0
-2 -21 -74 0
-2 -21 -75 0
-2 -21 -76 0
-2 -21 -77 0
-2 -21 -78 0
-2 -21 -79 0
-2 -21 -80 0
-2 -21 -81 0
-2 -21 -82 0
-2 -21 -83 0
-2 -21 -84 0
-2 -21 -85 0
-2 -21 -86 0
-2 -21 -87 0
-2 -21 -88 0
-2 -21 -89 0
-2 -21 -90 0
-2 -21 -91 0
-2 -21 -92 0
-2 -21 -93 0
-2 -21 -94 0
-2 -21 -95 0
-2 -21 -96 0
-2 -21 -97 0
-2 -21 -98 0
-2 -21 -99 0
-2 -21 -100 0
-2 -21 -101 0
-2 -21 -102 0
-2 -21 -103 0
-2 -21 -104 0
-2 -21 -105 0
-2 -21 -106 0
-2 -21 -107 0
-2 -21 -108 0
-2 -21 -109 0
-2 -21 -110 0
-2 -21 -111 0
-2 -21 -112 0
-2 -21 -113 0
-2 -21 -114 0
-2 -21 -115 0
-2 -21 -116 0
-2 -21 -117 0
-2 -21 -118 0
-2 -21 -119 0
-2 -21 -120 0
-2 -22 -23 0
-2 -22 -24 0
-2 -22 -25 0
-2 -22 -26 0
-2 -22 -27 0
-2 -22 -28 0
-2 -22 -29 0
-2 -22 -30 0
-2 -22 -31 0
-2 -22 -32 0
-2 -22 -33 0
-2 -22 -34 0
-2 -22 -35 0
-2 -22 -36 0
-2 -22 -37 0
-2 -22 -38 0
-2 -22 -39 0
-2 -22 -40 0
-2 -22 -41 0
-2 -22 -42 0
-2 -22 -43 0
-2 -22 -44 0
-2 -22 -45 0
-2 -22 -46 0
-2 -22 -47 0
-2 -22 -48 0
-2 -22 -49 0
-2 -22 -50 0
-2 -22 -51 0
-2 -22 -52 0
-2 -22 -53 0
-2 -22 -54 0
-2 -22 -55 0
-2 -22 -56 0
-2 -22 -57 0
-2 -22 -58 0
-2 -22 -59 0
-2 -22 -60 0
-2 -22 -61 0
-2 -22 -62 0
-2 -22 -63 0
-2 -22 -64 0
-2 -22 -65 0
-2 -22 -66 0
-2 -22 -67 0
-2 -22 -68 0
-2 -22 -69 0
-2 -22 -70 0
-2 -22 -71 0
-2 -22 -72 0
-2 -22 -73 0
-2 -22 -74 0
-2 -22 -75 0
-2 -22 -76 0
-2 -22 -77 0
-2 -22 -78 0
-2 -22 -79 0
-2 -22 -80 0
-2 -22 -81 0
-2 -22 -82 0
-2 -22 -83 0
-2 -22 -84 0
-2 -22 -85 0
-2 -22 -86 0
-2 -22 -87 0
-2 -22 -88 0
-2 -22 -89 0
-2 -22 -90 0
-2 -22 -91 0
-2 -22 -92 0
-2 -22 -93 0
-2 -22 -94 0
-2 -22 -95 0
-2 -22 -96 0
-2 -22 -97 0
-2 -22 -98 0
-2 -22 -99 0
-2 -22 -100 0
-2 -22 -101 0
-2 -22 -102 0
-2 -22 -103 0
-2 -22 -104 0
-2 -22 -105 0
-2 -22 -106 0
-2 -22 -107 0
-2 -22 -108 0
-2 -22 -109 0
-2 -22 -110 0
-2 -22 -111 0
-2 -22 -112 0
-2 -22 -113 0
-2 -22 -114 0
-2 -22 -115 0
-2 -22 -116 0
-2 -22 -117 0
-2 -22 -118 0
-2 -22 -119 0
-2 -22 -120 0
-2 -23 -24 0
-2 -23 -25 0
-2 -23 -26 0
-2 -23 -27 0
-2 -23 -28 0
-2 -23 -29 0
-2 -23 -30 0
-2 -23 -31 0
-2 -23 -32 0
-2 -23 -33 0
-2 -23 -34 0
-2 -23 -35 0
-2 -23 -36 0
-2 -23 -37 0
-2 -23 -38 0
-2 -23 -39 0
-2 -23 -40 0
-2 -23 -41 0
-2 -23 -42 0
-2 -23 -43 0
-2 -23 -44 0
-2 -23 -45 0
-2 -23 -46 0
-2 -23 -47 0
-2 -23 -48 0
-2 -23 -49 0
-2 -23 -50 0
-2 -23 -51 0
-2 -23 -52 0
-2 -23 -53 0
-2 -23 -54 0
-2 -23 -55 0
-2 -23 -56 0
-2 -23 -57 0
-2 -23 -58 0
-2 -23 -59 0
-2 -23 -60 0
-2 -23 -61 0
-2 -23 -62 0
-2 -23 -63 0
-2 -23 -64 0
-2 -23 -65 0
-2 -23 -66 0
-2 -23 -67 0
-2 -23 -68 0
-2 -23 -69 0
-2 -23 -70 0
-2 -23 -71 0
-2 -23 -72 0
-2 -23 -73 0
-2 -23 -74 0
-2 -23 -75 0
-2 -23 -76 0
-2 -23 -77 0
-2 -23 -78 0
-2 -23 -79 0
-2 -23 -80 0
-2 -23 -81 0
-2 -23 -82 0
-2 -23 -83 0
-2 -23 -84 0
-2 -23 -85 0
-2 -23 -86 0
-2 -23 -87 0
-2 -23 -88 0
-2 -23 -89 0
-2 -23 -90 0
-2 -23 -91 0
-2 -23 -92 0
-2 -23 -93 0
-2 -23 -94 0
-2 -23 -95 0
-2 -23 -96 0
-2 -23 -97 0
-2 -23 -98 0
-2 -23 -99 0
-2 -23 -100 0
-2 -23 -101 0
-2 -23 -102 0
-2 -23 -103 0
-2 -23 -104 0
-2 -23 -105 0
-2 -23 -106 0
-2 -23 -107 0
-2 -23 -108 0
-2 -23 -109 0
-2 -23 -110 0
-2 -23 -111 0
-2 -23 -112 0
-2 -23 -113 0
-2 -23 -114 0
-2 -23 -115 0
-2 -23 -116 0
-2 -23 -117 0
-2 -23 -118 0
-2 -23 -119 0
-2 -23 -120 0
-2 -24 -25 0
-2 -24 -26 0
-2 -24 -27 0
-2 -24 -28 0
-2 -24 -29 0
-2 -24 -30 0
-2 -24 -31 0
-2 -24 -32 0
-2 -24 -33 0
-2 -24 -34 0
-2 -24 -35 0
-2 -24 -36 0
-2 -24 -37 0
-2 -24 -38 0
-2 -24 -39 0
-2 -24 -40 0
-2 -24 -41 0
-2 -24 -42 0
-2 -24 -43 0
-2 -24 -44 0
-2 -24 -45 0
-2 -24 -46 0
-2 -24 -47 0
-2 -24 -48 0
-2 -24 -49 0
-2 -24 -50 0
-2 -24 -51 0
-2 -24 -52 0
-2 -24 -53 0
-2 -24 -54 0
-2 -24 -55 0
-2 -24 -56 0
-2 -24 -57 0
-2 -24 -58 0
-2 -24 -59 0
-2 -24 -60 0
-2 -24 -61 0
-2 -24 -62 0
-2 -24 -63 0
-2 -24 -64 0
-2 -24 -65 0
-2 -24 -66 0
-2 -24 -67 0
-2 -24 -68 0
-2 -24 -69 0
-2 -24 -70 0
-2 -24 -71 0
-2 -24 -72 0
-2 -24 -73 0
-2 -24 -74 0
-2 -24 -75 0
-2 -24 -76 0
-2 -24 -77 0
-2 -24 -78 0
-2 -24 -79 0
-2 -24 -80 0
-2 -24 -81 0
-2 -24 -82 0
-2 -24 -83 0
-2 -24 -84 0
-2 -24 -85 0
-2 -24 -86 0
-2 -24 -87 0
-2 -24 -88 0
-2 -24 -89 0
-2 -24 -90 0
-2 -24 -91 0
-2 -24 -92 0
-2 -24 -93 0
-2 -24 -94 0
-2 -24 -95 0
-2 -24 -96 0
-2 -24 -97 0
-2 -24 -98 0
-2 -24 -99 0
-2 -24 -100 0
-2 -24 -101 0
-2 -24 -102 0
-2 -24 -103 0
-2 -24 -104 0
-2 -24 -105 0
-2 -24 -106 0
-2 -24 -107 0
-2 -24 -108 0
-2 -24 -109 0
-2 -24 -110 0
-2 -24 -111 0
-2 -24 -112 0
-2 -24 -113 0
-2 -24 -114 0
-2 -24 -115 0
-2 -24 -116 0
-2 -24 -117 0
-2 -24 -118 0
-2 -24 -119 0
-2 -24 -120 0
-2 -25 -26 0
-2 -25 -27 0
-2 -25 -28 0
-2 -25 -29 0
-2 -25 -30 0
-2 -25 -31 0
-2 -25 -32 0
-2 -25 -33 0
-2 -25 -34 0
-2 -25 -35 0
-2 -25 -36 0
-2 -25 -37 0
-2 -25 -38 0
-2 -25 -39 0
-2 -25 -40 0
-2 -25 -41 0
-2 -25 -42 0
-2 -25 -43 0
-2 -25 -44 0
-2 -25 -45 0
-2 -25 -46 0
-2 -25 -47 0
-2 -25 -48 0
-2 -25 -49 0
-2 -25 -50 0
-2 -25 -51 0
-2 -25 -52 0
-2 -25 -53 0
-2 -25 -54 0
-2 -25 -55 0
-2 -25 -56 0
-2 -25 -57 0
-2 -25 -58 0
-2 -25 -59 0
-2 -25 -60 0
-2 -25 -61 0
-2 -25 -62 0
-2 -25 -63 0
-2 -25 -64 0
-2 -25 -65 0
-2 -25 -66 0
-2 -25 -67 0
-2 -25 -68 0
-2 -25 -69 0
-2 -25 -70 0
-2 -25 -71 0
-2 -25 -72 0
-2 -25 -73 0
-2 -25 -74 0
-2 -25 -75 0
-2 -25 -76 0
-2 -25 -77 0
-2 -25 -78 0
-2 -25 -79 0
-2 -25 -80 0
-2 -25 -81 0
-2 -25 -82 0
-2 -25 -83 0
-2 -25 -84 0
-2 -25 -85 0
-2 -25 -86 0
-2 -25 -87 0
-2 -25 -88 0
-2 -25 -89 0
-2 -25 -90 0
-2 -25 -91 0
-2 -25 -92 0
-2 -25 -93 0
-2 -25 -94 0
-2 -25 -95 0
-2 -25 -96 0
-2 -25 -97 0
-2 -25 -98 0
-2 -25 -99 0
-2 -25 -100 0
-2 -25 -101 0
-2 -25 -102 0
-2 -25 -103 0
-2 -25 -104 0
-2 -25 -105 0
-2 -25 -106 0
-2 -25 -107 0
-2 -25 -108 0
-2 -25 -109 0
-2 -25 -110 0
-2 -25 -111 0
-2 -25 -112 0
-2 -25 -113 0
-2 -25 -114 0
-2 -25 -115 0
-2 -25 -116 0
-2 -25 -117 0
-2 -25 -118 0
-2 -25 -119 0
-2 -25 -120 0
-2 -26 -27 0
-2 -26 -28 0
-2 -26 -29 0
-2 -26 -30 0
-2 -26 -31 0
-2 -26 -32 0
-2 -26 -33 0
-2 -26 -34 0
-2 -26 -35 0
-2 -26 -36 0
-2 -26 -37 0
-2 -26 -38 0
-2 -26 -39 0
-2 -26 -40 0
-2 -26 -41 0
-2 -26 -42 0
-2 -26 -43 0
-2 -26 -44 0
-2 -26 -45 0
-2 -26 -46 0
-2 -26 -47 0
-2 -26 -48 0
-2 -26 -49 0
-2 -26 -50 0
-2 -26 -51 0
-2 -26 -52 0
-2 -26 -53 0
-2 -26 -54 0
-2 -26 -55 0
-2 -26 -56 0
-2 -26 -57 0
-2 -26 -58 0
-2 -26 -59 0
-2 -26 -60 0
-2 -26 -61 0
-2 -26 -62 0
-2 -26 -63 0
-2 -26 -64 0
-2 -26 -65 0
-2 -26 -66 0
-2 -26 -67 0
-2 -26 -68 0
-2 -26 -69 0
-2 -26 -70 0
-2 -26 -71 0
-2 -26 -72 0
-2 -26 -73 0
-2 -26 -74 0
-2 -26 -75 0
-2 -26 -76 0
-2 -26 -77 0
-2 -26 -78 0
-2 -26 -79 0
-2 -26 -80 0
-2 -26 -81 0
-2 -26 -82 0
-2 -26 -83 0
-2 -26 -84 0
-2 -26 -85 0
-2 -26 -86 0
-2 -26 -87 0
-2 -26 -88 0
-2 -26 -89 0
-2 -26 -90 0
-2 -26 -91 0
-2 -26 -92 0
-2 -26 -93 0
-2 -26 -94 0
-2 -26 -95 0
-2 -26 -96 0
-2 -26 -97 0
-2 -26 -98 0
-2 -26 -99 0
-2 -26 -100 0
-2 -26 -101 0
-2 -26 -102 0
-2 -26 -103 0
-2 -26 -104 0
-2 -26 -105 0
-2 -26 -106 0
-2 -26 -107 0
-2 -26 -108 0
-2 -26 -109 0
-2 -26 -110 0
-2 -26 -111 0
-2 -26 -112 0
-2 -26 -113 0
-2 -26 -114 0
-2 -26 -115 0
-2 -26 -116 0
-2 -26 -117 0
-2 -26 -118 0
-2 -26 -119 0
-2 -26 -120 0
-2 -27 -28 0
-2 -27 -29 0
-2 -27 -30 0
-2 -27 -31 0
-2 -27 -32 0
-2 -27 -33 0
-2 -27 -34 0
-2 -27 -35 0
-2 -27 -36 0
-2 -27 -37 0
-2 -27 -38 0
-2 -27 -39 0
-2 -27 -40 0
-2 -27 -41 0
-2 -27 -42 0
-2 -27 -43 0
-2 -27 -44 0
-2 -27 -45 0
-2 -27 -46 0
-2 -27 -47 0
-2 -27 -48 0
-2 -27 -49 0
-2 -27 -50 0
-2 -27 -51 0
-2 -27 -52 0
-2 -27 -53 0
-2 -27 -54 0
-2 -27 -55 0
-2 -27 -56 0
-2 -27 -57 0
-2 -27 -58 0
-2 -27 -59 0
-2 -27 -60 0
-2 -27 -61 0
-2 -27 -62 0
-2 -27 -63 0
-2 -27 -64 0
-2 -27 -65 0
-2 -27 -66 0
-2 -27 -67 0
-2 -27 -68 0
-2 -27 -69 0
-2 -27 -70 0
-2 -27 -71 0
-2 -27 -72 0
-2 -27 -73 0
-2 -27 -74 0
-2 -27 -75 0
-2 -27 -76 0
-2 -27 -77 0
-2 -27 -78 0
-2 -27 -79 0
-2 -27 -80 0
-2 -27 -81 0
-2 -27 -82 0
-2 -27 -83 0
-2 -27 -84 0
-2 -27 -85 0
-2 -27 -86 0
-2 -27 -87 0
-2 -27 -88 0
-2 -27 -89 0
-2 -27 -90 0
-2 -27 -91 0
-2 -27 -92 0
-2 -27 -93 0
-2 -27 -94 0
-2 -27 -95 0
-2 -27 -96 0
-2 -27 -97 0
-2 -27 -98 0
-2 -27 -99 0
-2 -27 -100 0
